steps,num_customers,num_products,num_retailers,num_customers_willing_to_share_info,learning_rate_gen_ai,learning_rate_customer,capacity_gen_ai,creativity_gen_ai,total_steps,LowSatisfaction,MediumSatisfaction,HighSatisfaction,Sales,Sales (Willing),Sales (Unwilling),Sold Products,Sold Products (Willing),Sold Products (Unwilling),Average Seller Rating,Average Satisfaction,Willing to Share Customers,Unwilling to Share Customers,Number of Products,mean_viewed_comments,mean_purchase_position,AIC Linear (Sum),AIC Quadratic (Sum),AIC Cubic (Sum),AIC Quartic (Sum),AIC Quartic (Minimum)
514,100,100,20,0,0.3,0.3,0.9,0.638307420429982,1000,62,4,34,336.6197692531661,0,336.6197692531661,201,0,201,1.6192559812040705,1.5643,0,100,100,2.72,53.374333333333325,41.14850123252279,32.62189583963405,22.766966093107982,26.534483853158775,-79.07396863896179
515,100,100,20,0,0.3,0.3,0.9,0.6384416057334965,1000,62,4,34,320.65551437499187,0,320.65551437499187,189,0,189,1.6167559812040704,1.5650000000000004,0,100,100,2.74,55.26666666666667,40.40652064021651,34.13745585434714,27.01788248917498,32.18426250286231,-79.07396863896179
516,100,100,20,0,0.3,0.3,0.9,0.6374993584416562,1000,62,4,34,333.02531053045334,0,333.02531053045334,196,0,196,1.6142559812040702,1.5601000000000003,0,100,100,2.73,55.52700000000001,35.16189542724612,28.711401796915624,17.043744551926665,18.00790636225892,-79.07396863896179
517,100,100,20,0,0.3,0.3,0.9,0.6371913699912231,1000,62,4,34,285.5198908355695,0,285.5198908355695,195,0,195,1.6182559812040704,1.5585,0,100,100,2.73,54.343166666666676,42.06115514274461,19.108833962584782,3.062539562654706,8.50797096412191,-79.07396863896179
518,100,100,20,0,0.3,0.3,0.9,0.636709364849835,1000,63,3,34,312.2854374758957,0,312.2854374758957,203,0,203,1.6217559812040705,1.5560000000000005,0,100,100,2.79,54.86200000000001,44.370474333799535,27.39071664596125,20.57732841162442,24.82114691009383,-79.07396863896179
519,100,100,20,0,0.3,0.3,0.9,0.6364585125953807,1000,63,4,33,288.1196663511751,0,288.1196663511751,188,0,188,1.6147559812040704,1.5547000000000002,0,100,100,2.74,57.53433333333332,35.30224938382625,19.21258721020942,1.2979684073994235,-1.9444120547882449,-79.07396863896179
520,100,100,20,0,0.3,0.3,0.9,0.6374202360037284,1000,63,3,34,337.4031554978085,0,337.4031554978085,192,0,192,1.6207559812040706,1.5597000000000003,0,100,100,2.75,55.02016666666666,32.9144428739404,27.285455569300353,8.620402124474339,12.005508305227409,-79.07396863896179
521,100,100,20,0,0.3,0.3,0.9,0.6381110822904296,1000,62,4,34,317.9051137658613,0,317.9051137658613,194,0,194,1.6232559812040706,1.5633000000000001,0,100,100,2.73,57.21816666666667,24.726351905858195,-1.3143908396582447,-18.940597746501112,-13.507125991010184,-79.07396863896179
522,100,100,20,0,0.3,0.3,0.9,0.6384178111548938,1000,62,4,34,319.8593749009371,0,319.8593749009371,190,0,190,1.6232559812040706,1.5649000000000004,0,100,100,2.73,54.17100000000001,35.3119026293578,10.56277058299898,3.2484802714539285,2.8590638041495993,-79.07396863896179
523,100,100,20,0,0.3,0.3,0.9,0.6383219277491152,1000,62,4,34,285.90993106500815,0,285.90993106500815,187,0,187,1.6247559812040706,1.5644000000000002,0,100,100,2.79,54.50516666666667,42.37411005050558,33.24093954289279,31.495872460326723,17.15212973374844,-79.07396863896179
524,100,100,20,0,0.3,0.3,0.9,0.6383027498420641,1000,61,5,34,317.7245920169706,0,317.7245920169706,187,0,187,1.6192559812040705,1.5643,0,100,100,2.73,54.87983333333334,41.69534460781475,31.09256240313067,22.14835897008757,23.57119007555005,-79.07396863896179
525,100,100,20,0,0.3,0.3,0.9,0.6390679095691572,1000,61,5,34,327.19365080450007,0,327.19365080450007,204,0,204,1.6232559812040706,1.5683,0,100,100,2.75,54.55350000000001,41.61791151723591,26.04144742251654,7.495847105953914,8.578086257177716,-79.07396863896179
526,100,100,20,0,0.3,0.3,0.9,0.6388381858757107,1000,61,5,34,296.05277382008904,0,296.05277382008904,193,0,193,1.6297559812040703,1.5671000000000002,0,100,100,2.74,55.53333333333333,43.966190279884586,28.669061894465756,16.34328739762168,14.853069704380886,-79.07396863896179
527,100,100,20,0,0.3,0.3,0.9,0.6395257773954153,1000,61,5,34,326.69260480135307,0,326.69260480135307,206,0,206,1.6267559812040702,1.5707000000000002,0,100,100,2.76,54.94383333333333,43.54705791578965,25.866549410181022,21.68090255199911,24.840311499833803,-79.07396863896179
528,100,100,20,0,0.3,0.3,0.9,0.6393537809627486,1000,62,4,34,303.4407183887702,0,303.4407183887702,190,0,190,1.6312559812040708,1.5697999999999999,0,100,100,2.76,55.49416666666666,44.85090019412175,23.911029285888702,8.563329308745807,10.77518115745707,-79.07396863896179
529,100,100,20,0,0.3,0.3,0.9,0.6395256788426749,1000,61,5,34,321.79648711166465,0,321.79648711166465,196,0,196,1.6252559812040706,1.5707,0,100,100,2.74,55.105,37.825289928366004,26.686807614198983,11.680966564999864,17.57163192848145,-79.07396863896179
530,100,100,20,0,0.3,0.3,0.9,0.6394301496107299,1000,61,4,35,304.6427037590401,0,304.6427037590401,199,0,199,1.6247559812040706,1.5702,0,100,100,2.7,53.51333333333333,43.37529063164948,34.781200541615505,21.188124975440246,20.634031684061767,-79.07396863896179
531,100,100,20,0,0.3,0.3,0.9,0.6379517496107299,1000,61,4,35,276.7646203562961,0,276.7646203562961,186,0,186,1.6232559812040706,1.5625,0,100,100,2.74,58.780166666666666,34.069931700738465,15.381442181931789,8.113793058056956,7.733467124096279,-79.07396863896179
532,100,100,20,0,0.3,0.3,0.9,0.6378365053569365,1000,62,3,35,303.84796298436015,0,303.84796298436015,197,0,197,1.6252559812040706,1.5619000000000003,0,100,100,2.67,56.467,40.24555706291912,33.52637445759947,30.01663530312095,32.852844390905716,-79.07396863896179
533,100,100,20,0,0.3,0.3,0.9,0.6379900856986528,1000,62,3,35,291.56479787214965,0,291.56479787214965,196,0,196,1.619755981204071,1.5627000000000004,0,100,100,2.76,56.97416666666667,41.742514637486465,33.90738630676671,27.390769084754538,32.30919508841549,-79.07396863896179
534,100,100,20,0,0.3,0.3,0.9,0.6388514945807354,1000,60,5,35,329.07876488192704,0,329.07876488192704,196,0,196,1.6232559812040706,1.5672000000000004,0,100,100,2.71,53.47516666666667,35.08762147120143,34.37187139978059,22.3452208099381,15.791620111979114,-79.07396863896179
535,100,100,20,0,0.3,0.3,0.9,0.6394628038013161,1000,59,6,35,283.2055877067503,0,283.2055877067503,194,0,194,1.6332559812040703,1.5704000000000002,0,100,100,2.76,56.4815,33.336992802076026,27.149124934281105,10.921872078972228,16.364808641616293,-79.07396863896179
536,100,100,20,0,0.3,0.3,0.9,0.6403769734305697,1000,60,5,35,315.2727385074649,0,315.2727385074649,199,0,199,1.6417559812040703,1.5752000000000004,0,100,100,2.7,50.907666666666664,46.6021469777466,39.547723479606134,33.062414967184736,31.598396100706395,-79.07396863896179
537,100,100,20,0,0.3,0.3,0.9,0.6407383962953214,1000,60,5,35,318.0600004455024,0,318.0600004455024,203,0,203,1.6342559812040705,1.5771000000000002,0,100,100,2.72,54.132333333333335,38.637814078958684,28.146801602251003,5.501269920521622,12.352690994655234,-79.07396863896179
538,100,100,20,0,0.3,0.3,0.9,0.6416108752736358,1000,61,4,35,321.93215347432584,0,321.93215347432584,197,0,197,1.6337559812040705,1.5817,0,100,100,2.8,53.096,32.98586960917763,30.27355470481396,14.682709293849456,15.56236935153646,-79.07396863896179
539,100,100,20,0,0.3,0.3,0.9,0.6417814806066322,1000,61,3,36,308.97126780889727,0,308.97126780889727,189,0,189,1.6442559812040702,1.5826000000000005,0,100,100,2.76,55.587833333333336,34.72738604991903,16.8492334676545,11.9085858591381,17.1043894474179,-79.07396863896179
540,100,100,20,0,0.3,0.3,0.9,0.6410213133698401,1000,62,3,35,335.42094236982143,0,335.42094236982143,199,0,199,1.6392559812040701,1.5786000000000004,0,100,100,2.66,56.23233333333333,39.018310270764005,20.22906070638433,14.212190698959063,17.311541054671522,-79.07396863896179
541,100,100,20,0,0.3,0.3,0.9,0.6408121216107276,1000,61,4,35,309.57484605193275,0,309.57484605193275,191,0,191,1.6352559812040706,1.5775000000000003,0,100,100,2.76,54.71083333333333,43.46478331981149,30.78588246324685,23.938541973942932,30.601151151919396,-79.07396863896179
542,100,100,20,0,0.3,0.3,0.9,0.640945184593873,1000,60,5,35,299.2111611384585,0,299.2111611384585,188,0,188,1.6297559812040707,1.5782000000000003,0,100,100,2.66,55.03966666666666,44.91331693225047,33.7369005706646,33.08207046881003,36.15643338365592,-79.07396863896179
543,100,100,20,0,0.3,0.3,0.9,0.6407740059975374,1000,60,5,35,292.0365701631721,0,292.0365701631721,190,0,190,1.6292559812040703,1.5773000000000004,0,100,100,2.77,54.467666666666666,43.28256554800788,36.1544676287472,33.50048906600338,31.09105253861233,-79.07396863896179
544,100,100,20,0,0.3,0.3,0.9,0.6408120408628305,1000,60,5,35,302.3179079127904,0,302.3179079127904,185,0,185,1.6292559812040703,1.5775,0,100,100,2.75,57.64833333333334,40.556184278749186,27.514299878520603,29.371457317098844,29.800974963023265,-79.07396863896179
545,100,100,20,0,0.3,0.3,0.9,0.6409451038459759,1000,60,5,35,307.1231510687933,0,307.1231510687933,194,0,194,1.6337559812040703,1.5782000000000003,0,100,100,2.72,54.833166666666656,48.84241495427602,35.836103745849556,28.39415618719508,21.399793090309828,-79.07396863896179
546,100,100,20,0,0.3,0.3,0.9,0.6398002113386613,1000,61,4,35,273.3571559390865,0,273.3571559390865,182,0,182,1.6297559812040703,1.5722000000000003,0,100,100,2.81,56.97433333333333,43.85492707350096,33.67384336929868,33.2961357988751,33.106900337501884,-79.07396863896179
547,100,100,20,0,0.3,0.3,0.9,0.6394563499020847,1000,61,4,35,310.18616083653666,0,310.18616083653666,200,0,200,1.6307559812040704,1.5704000000000005,0,100,100,2.78,56.655166666666666,43.58514393360494,35.86711003642171,30.423423561984578,32.95360224729541,-79.07396863896179
548,100,100,20,0,0.3,0.3,0.9,0.6398760370443967,1000,61,4,35,326.2151285567049,0,326.2151285567049,193,0,193,1.6272559812040703,1.5726000000000002,0,100,100,2.69,53.41466666666666,44.27001530348801,28.11802740857044,30.22630156649629,30.32683400713475,-79.07396863896179
549,100,100,20,0,0.3,0.3,0.9,0.639436630561559,1000,61,4,35,288.4557184050278,0,288.4557184050278,191,0,191,1.6397559812040705,1.5703000000000003,0,100,100,2.78,54.974500000000006,45.74239034613768,38.88726978629734,33.406874880963755,36.56702918595346,-79.07396863896179
550,100,100,20,0,0.3,0.3,0.9,0.640198874098369,1000,61,4,35,354.6389440795452,0,354.6389440795452,201,0,201,1.6332559812040703,1.5743000000000003,0,100,100,2.7,53.208,47.368349153465715,30.87023634271955,31.04777463114698,30.88272659892445,-79.07396863896179
551,100,100,20,0,0.3,0.3,0.9,0.6397981617208088,1000,61,4,35,299.1379464107854,0,299.1379464107854,193,0,193,1.6367559812040704,1.5722000000000003,0,100,100,2.75,54.42816666666667,42.44578598247648,26.220090187327685,22.396544423210315,22.464246156517504,-79.07396863896179
552,100,100,20,0,0.3,0.3,0.9,0.6403695177390922,1000,61,4,35,327.6082756605188,0,327.6082756605188,210,0,210,1.6362559812040705,1.5752000000000004,0,100,100,2.72,53.0965,39.16233609843286,24.833952603339213,18.729485411941425,-7.936336852753527,-79.07396863896179
553,100,100,20,0,0.3,0.3,0.9,0.6396440500033151,1000,61,4,35,330.53288932892127,0,330.53288932892127,191,0,191,1.6367559812040704,1.5714000000000001,0,100,100,2.72,55.35,39.30501554981279,25.660413114422226,15.92000160115569,16.24778347439701,-79.07396863896179
554,100,100,20,0,0.3,0.3,0.9,0.640101541425351,1000,60,5,35,325.1241155618849,0,325.1241155618849,190,0,190,1.6422559812040702,1.5738000000000003,0,100,100,2.69,52.687,43.94925815664658,38.382184461526975,35.18159683485712,32.62288599632632,-79.07396863896179
555,100,100,20,0,0.3,0.3,0.9,0.6409379373194076,1000,59,6,35,290.022339602178,0,290.022339602178,192,0,192,1.6342559812040705,1.5782000000000005,0,100,100,2.77,52.76666666666667,40.78821589912573,23.64640103840756,20.74421718018874,22.378887451167543,-79.07396863896179
556,100,100,20,0,0.3,0.3,0.9,0.6405191555935192,1000,60,5,35,340.76453022027414,0,340.76453022027414,198,0,198,1.6407559812040702,1.5760000000000003,0,100,100,2.76,54.73,36.75357689801626,23.736288876911516,16.294246445259233,21.64717452220333,-79.07396863896179
557,100,100,20,0,0.3,0.3,0.9,0.6408044170832181,1000,61,3,36,309.65373440518374,0,309.65373440518374,193,0,193,1.6452559812040704,1.5775000000000003,0,100,100,2.68,55.20516666666666,37.825023146849816,27.797443899731235,24.160207798334056,24.564225981652555,-79.07396863896179
558,100,100,20,0,0.3,0.3,0.9,0.6415442678483629,1000,60,5,35,307.03951439639815,0,307.03951439639815,192,0,192,1.6447559812040702,1.5814000000000004,0,100,100,2.73,53.280666666666676,43.366634971002696,30.210357642618902,25.33218845540509,26.131733199310787,-79.07396863896179
559,100,100,20,0,0.3,0.3,0.9,0.6417527986540501,1000,61,3,36,334.79877745796614,0,334.79877745796614,198,0,198,1.6532559812040706,1.5825000000000002,0,100,100,2.79,54.56183333333334,37.874459190998834,28.444295834226722,4.394940785663721,6.2437614436835815,-79.07396863896179
560,100,100,20,0,0.3,0.3,0.9,0.6401518838455882,1000,61,3,36,335.28324571898577,0,335.28324571898577,203,0,203,1.6507559812040704,1.5741000000000003,0,100,100,2.72,56.31133333333333,41.24028948651679,29.485589517147275,23.091386673041427,27.485036080257856,-79.07396863896179
561,100,100,20,0,0.3,0.3,0.9,0.6394450575592917,1000,60,5,35,334.0316061084703,0,334.0316061084703,201,0,201,1.6597559812040703,1.5704000000000005,0,100,100,2.76,55.79783333333333,45.798920119474985,37.50267062181115,35.669195926381974,33.22232373340802,-79.07396863896179
562,100,100,20,0,0.3,0.3,0.9,0.6398075837947429,1000,61,4,35,346.10959980843194,0,346.10959980843194,209,0,209,1.6692559812040706,1.5723000000000003,0,100,100,2.71,55.17916666666667,49.05964258752897,35.205345093852856,28.684325013274247,31.020771335676727,-79.07396863896179
563,100,100,20,0,0.3,0.3,0.9,0.6408533437136172,1000,61,3,36,355.2148186739448,0,355.2148186739448,199,0,199,1.6747559812040707,1.5778000000000003,0,100,100,2.69,52.72383333333334,43.783840710360664,27.836454441050762,16.42743814779493,11.05890725738854,-79.07396863896179
564,100,100,20,0,0.3,0.3,0.9,0.6407392174138455,1000,62,3,35,312.99374492538203,0,312.99374492538203,197,0,197,1.6677559812040705,1.5772000000000006,0,100,100,2.73,57.049666666666674,37.94371408227863,29.51688608916092,23.473611939823996,25.613337815619957,-79.07396863896179
565,100,100,20,0,0.3,0.3,0.9,0.6410242620708417,1000,61,4,35,332.1000560141491,0,332.1000560141491,191,0,191,1.6727559812040707,1.5787000000000004,0,100,100,2.74,52.386500000000005,37.14111602144894,28.551262152945952,11.046124088857994,12.69769525322917,-79.07396863896179
566,100,100,20,0,0.3,0.3,0.9,0.6394386787799604,1000,60,5,35,309.61498325444643,0,309.61498325444643,198,0,198,1.6577559812040703,1.5704000000000002,0,100,100,2.69,56.270333333333326,26.181716614255976,23.636987090243906,21.918726131852083,18.15794013076976,-79.07396863896179
567,100,100,20,0,0.3,0.3,0.9,0.6403908179192267,1000,61,4,35,331.8447562520085,0,331.8447562520085,210,0,210,1.6682559812040705,1.5754000000000006,0,100,100,2.64,55.94883333333333,43.70156798661873,32.89111147553413,28.478911766105426,23.682036608819118,-79.07396863896179
568,100,100,20,0,0.3,0.3,0.9,0.6403527275180078,1000,62,3,35,291.960143145826,0,291.960143145826,198,0,198,1.6662559812040705,1.5752000000000004,0,100,100,2.74,55.67516666666666,43.332588151196774,34.595095604213356,26.975920000058125,33.90306649215361,-79.07396863896179
569,100,100,20,0,0.3,0.3,0.9,0.6408091169703404,1000,62,3,35,339.3212460741108,0,339.3212460741108,199,0,199,1.6682559812040705,1.5776000000000001,0,100,100,2.72,55.50233333333333,42.46336207884576,29.56355428167072,29.120521277634197,33.24046724328292,-79.07396863896179
570,100,100,20,0,0.3,0.3,0.9,0.6403329567265463,1000,62,2,36,304.60161618699306,0,304.60161618699306,195,0,195,1.6697559812040705,1.5751000000000004,0,100,100,2.75,57.25816666666667,46.2156718644564,23.72922373596211,20.272741966619833,20.170342708726736,-79.07396863896179
571,100,100,20,0,0.3,0.3,0.9,0.6412633364733819,1000,61,3,36,344.14373664779254,0,344.14373664779254,203,0,203,1.6717559812040705,1.5800000000000005,0,100,100,2.68,52.60099999999999,44.150622060645475,36.38821494027155,25.48009756422195,29.82384901705757,-79.07396863896179
572,100,100,20,0,0.3,0.3,0.9,0.6415668266099525,1000,62,2,36,363.16008873692004,0,363.16008873692004,200,0,200,1.6752559812040704,1.5816000000000006,0,100,100,2.74,54.55,40.48482121041292,15.123069158164412,16.184872302679054,21.658135540639137,-79.07396863896179
573,100,100,20,0,0.3,0.3,0.9,0.6408824159635645,1000,61,3,36,316.5363833683328,0,316.5363833683328,197,0,197,1.6747559812040707,1.578,0,100,100,2.7,57.481833333333334,36.62897913355951,28.013282162900197,24.5480140842632,29.47710603636918,-79.07396863896179
574,100,100,20,0,0.3,0.3,0.9,0.6412811249060366,1000,62,2,36,293.68710761375894,0,293.68710761375894,189,0,189,1.6787559812040704,1.5801000000000003,0,100,100,2.76,55.911333333333324,38.720173596247236,35.48276065585429,26.02774351806565,27.814034791542213,-79.07396863896179
575,100,100,20,0,0.3,0.3,0.9,0.6422651657815807,1000,62,1,37,314.22984082735707,0,314.22984082735707,192,0,192,1.6772559812040704,1.5853000000000004,0,100,100,2.81,57.17933333333333,39.53899269004691,23.71840698839273,11.038654415882377,7.573541692048991,-79.07396863896179
576,100,100,20,0,0.3,0.3,0.9,0.6422083834471958,1000,63,0,37,296.7607910145603,0,296.7607910145603,193,0,193,1.6842559812040705,1.5850000000000002,0,100,100,2.76,55.760666666666665,43.47669633494999,35.8684588691234,31.975836919239242,34.28099546314118,-79.07396863896179
577,100,100,20,0,0.3,0.3,0.9,0.6428693843914829,1000,62,1,37,282.0362442672961,0,282.0362442672961,183,0,183,1.6812559812040706,1.5885000000000002,0,100,100,2.79,55.28616666666667,39.232067785584064,27.50939323069585,12.821569861615217,4.012077516849985,-79.07396863896179
578,100,100,20,0,0.3,0.3,0.9,0.6430958422137135,1000,63,0,37,333.92386618982977,0,333.92386618982977,195,0,195,1.6957559812040706,1.5897000000000006,0,100,100,2.78,53.47033333333333,41.642858216420365,34.21448964153606,25.331872858152536,31.986511423008636,-79.07396863896179
579,100,100,20,0,0.3,0.3,0.9,0.6425854452382881,1000,62,1,37,349.517714870989,0,349.517714870989,202,0,202,1.6847559812040707,1.5870000000000002,0,100,100,2.68,56.25866666666667,40.89204955070963,33.05567925286738,28.7753211792442,35.986215502577096,-79.07396863896179
580,100,100,20,0,0.3,0.3,0.9,0.6423962901311002,1000,62,1,37,291.8042186986473,0,291.8042186986473,178,0,178,1.6902559812040707,1.5860000000000005,0,100,100,2.72,55.230999999999995,44.14272733590249,31.768000589382126,24.30409592867784,31.849546177978795,-79.07396863896179
581,100,100,20,0,0.3,0.3,0.9,0.6423395328630167,1000,63,0,37,321.9437982055125,0,321.9437982055125,194,0,194,1.6897559812040708,1.5857000000000006,0,100,100,2.8,54.672333333333334,46.94463933380811,40.36194279587545,27.218457469555517,33.335270226359995,-79.07396863896179
582,100,100,20,0,0.3,0.3,0.9,0.6423016899112663,1000,62,1,37,300.93012253367385,0,300.93012253367385,201,0,201,1.6877559812040708,1.5855000000000001,0,100,100,2.71,54.52716666666667,50.0659034012082,40.9175975539805,36.05539573005848,41.71377781119145,-79.07396863896179
583,100,100,20,0,0.3,0.3,0.9,0.6415999577074479,1000,62,1,37,298.24619185719894,0,298.24619185719894,191,0,191,1.696255981204071,1.5818000000000003,0,100,100,2.65,57.80166666666666,39.881823963278464,32.15952207918741,32.4269194714887,21.00602598920986,-79.07396863896179
584,100,100,20,0,0.3,0.3,0.9,0.6417137089713508,1000,63,0,37,348.52440668147665,0,348.52440668147665,201,0,201,1.6897559812040708,1.5824,0,100,100,2.7,56.09616666666666,53.02123203931001,42.869490375618454,32.97367937494215,29.339425273873474,-79.07396863896179
585,100,100,20,0,0.3,0.3,0.9,0.6416188862897655,1000,63,0,37,284.15771725069334,0,284.15771725069334,187,0,187,1.6862559812040707,1.5819000000000005,0,100,100,2.76,54.33533333333332,53.21578147585262,45.160610109147854,34.26787929945769,37.82486025420266,-79.07396863896179
586,100,100,20,0,0.3,0.3,0.9,0.6417326303655948,1000,63,0,37,328.9789664355134,0,328.9789664355134,193,0,193,1.6927559812040704,1.5825000000000002,0,100,100,2.77,54.78633333333334,43.11057734254737,34.05510127454923,22.349100395614812,26.942548800830195,-79.07396863896179
587,100,100,20,0,0.3,0.3,0.9,0.6425078730228493,1000,63,0,37,301.1744307269005,0,301.1744307269005,197,0,197,1.6872559812040708,1.5866000000000002,0,100,100,2.71,55.858000000000004,48.47237802571129,42.48191647082044,39.147113378993055,40.21784755456059,-79.07396863896179
588,100,100,20,0,0.3,0.3,0.9,0.6417116141755288,1000,63,0,37,278.52125917288,0,278.52125917288,180,0,180,1.692255981204071,1.5824000000000005,0,100,100,2.71,56.39583333333333,47.397304908574455,23.026402995795706,19.021543044745442,23.555793484318087,-79.07396863896179
589,100,100,20,0,0.3,0.3,0.9,0.6413319634541925,1000,63,0,37,283.06984839894915,0,283.06984839894915,182,0,182,1.6932559812040708,1.5804000000000007,0,100,100,2.72,55.06316666666667,46.59301069740141,11.542585640324802,5.063443764032968,11.468672942081156,-79.07396863896179
590,100,100,20,0,0.3,0.3,0.9,0.641635376854951,1000,63,0,37,294.7169556448236,0,294.7169556448236,191,0,191,1.6872559812040708,1.582,0,100,100,2.72,54.497833333333325,50.7765844230091,34.892591283753404,26.919651689072992,29.948915565276224,-79.07396863896179
591,100,100,20,0,0.3,0.3,0.9,0.6414835933993477,1000,63,0,37,319.70140932855685,0,319.70140932855685,181,0,181,1.694755981204071,1.5812000000000004,0,100,100,2.78,55.47166666666667,40.00989697920238,26.5377280584037,15.708522820979482,22.342956272849392,-79.07396863896179
592,100,100,20,0,0.3,0.3,0.9,0.6419949893208075,1000,63,1,36,313.0645306629564,0,313.0645306629564,195,0,195,1.6852559812040713,1.5839000000000005,0,100,100,2.71,56.102000000000004,48.015590805204766,42.25151436793314,30.826529078071758,37.0888068417963,-79.07396863896179
593,100,100,20,0,0.3,0.3,0.9,0.6424866376031899,1000,63,0,37,317.5528645167734,0,317.5528645167734,191,0,191,1.6872559812040708,1.5865,0,100,100,2.79,54.47216666666666,46.705687666314304,43.18366270990069,33.946739802942005,40.46669592845396,-79.07396863896179
594,100,100,20,0,0.3,0.3,0.9,0.6415191404487698,1000,62,1,37,311.8817015070155,0,311.8817015070155,197,0,197,1.6847559812040713,1.5814000000000001,0,100,100,2.74,57.26433333333333,49.55371818294853,39.41781167211536,34.8223049657164,40.48948472994803,-79.07396863896179
595,100,100,20,0,0.3,0.3,0.9,0.6426907201917782,1000,62,1,37,271.8866720197933,0,271.8866720197933,182,0,182,1.6897559812040712,1.5876000000000006,0,100,100,2.81,56.3455,45.13625583799103,42.44865899990563,28.744108673638607,31.893320462662558,-79.07396863896179
596,100,100,20,0,0.3,0.3,0.9,0.6428229370273886,1000,62,1,37,308.890999470181,0,308.890999470181,203,0,203,1.6897559812040712,1.5883000000000005,0,100,100,2.68,57.178999999999995,49.8889603705814,40.42268582465891,36.45643060991344,41.921587723584594,-79.07396863896179
597,100,100,20,0,0.3,0.3,0.9,0.6431625383103268,1000,62,1,37,351.040991601368,0,351.040991601368,207,0,207,1.6947559812040716,1.5901000000000003,0,100,100,2.71,52.94266666666667,48.93767185330944,41.64721095600407,35.766390759956096,39.30494189220971,-79.07396863896179
598,100,100,20,0,0.3,0.3,0.9,0.6440091456099631,1000,62,1,37,348.6388098432365,0,348.6388098432365,210,0,210,1.696755981204071,1.5946000000000007,0,100,100,2.72,53.34716666666667,50.27711219882892,50.02264689034462,41.89970188063887,45.41528026262159,-79.07396863896179
599,100,100,20,0,0.3,0.3,0.9,0.6442535218240115,1000,62,1,37,318.45194755374047,0,318.45194755374047,201,0,201,1.7052559812040713,1.5959,0,100,100,2.68,53.91166666666667,46.01350935280669,48.12290822647557,43.92229256683126,48.44183896924457,-79.07396863896179
600,100,100,20,0,0.3,0.3,0.9,0.6441218768892072,1000,62,1,37,365.4334985772464,0,365.4334985772464,200,0,200,1.7027559812040711,1.5952000000000006,0,100,100,2.67,56.040499999999994,36.419610188148226,35.01537463940852,30.566571554514525,33.30495919095941,-79.07396863896179
601,100,100,20,0,0.3,0.3,0.9,0.6454512159642868,1000,62,1,37,306.80300680842015,0,306.80300680842015,176,0,176,1.7012559812040713,1.6023000000000005,0,100,100,2.79,52.686499999999995,51.80069622743238,46.81917728043396,37.4838926625597,39.06636493290321,-79.07396863896179
602,100,100,20,0,0.3,0.3,0.9,0.6448508782743362,1000,61,2,37,290.2465237987616,0,290.2465237987616,197,0,197,1.7057559812040712,1.5991000000000002,0,100,100,2.72,56.2175,51.37654023913083,53.431706484868556,48.5353032418229,51.0083076497547,-79.07396863896179
603,100,100,20,0,0.3,0.3,0.9,0.6449821446826373,1000,62,1,37,313.403279868003,0,313.403279868003,205,0,205,1.709755981204071,1.5998000000000006,0,100,100,2.8,55.3565,53.164450498370684,54.654952763673634,52.37331404116165,55.22256254232815,-79.07396863896179
604,100,100,20,0,0.3,0.3,0.9,0.6453380165687582,1000,62,1,37,341.25631686546734,0,341.25631686546734,204,0,204,1.7067559812040713,1.6017000000000003,0,100,100,2.71,54.87416666666667,44.406625099229075,39.87243836283588,32.948439919257055,33.83442866634374,-79.07396863896179
605,100,100,20,0,0.3,0.3,0.9,0.6447938584501692,1000,62,1,37,288.1384595957138,0,288.1384595957138,188,0,188,1.709755981204071,1.5988000000000002,0,100,100,2.7,56.077000000000005,33.193136880969746,29.45166358397512,25.759663597896576,28.73359305564233,-79.07396863896179
606,100,100,20,0,0.3,0.3,0.9,0.6448501401086021,1000,62,1,37,308.9567234411762,0,308.9567234411762,190,0,190,1.7067559812040713,1.5991,0,100,100,2.74,57.02,48.41907841399072,31.347430457148675,25.06505384869007,31.764457815184585,-79.07396863896179
607,100,100,20,0,0.3,0.3,0.9,0.6452248824732264,1000,62,1,37,314.3143261277105,0,314.3143261277105,193,0,193,1.7122559812040712,1.6011000000000002,0,100,100,2.75,56.33166666666666,48.57102990597312,38.0919937418565,39.06807764543774,45.69802009992159,-79.07396863896179
608,100,100,20,0,0.3,0.3,0.9,0.6448684542591193,1000,62,1,37,292.06010450856036,0,292.06010450856036,192,0,192,1.7137559812040712,1.5992000000000002,0,100,100,2.7,55.73133333333333,45.12173059912675,45.41593006707694,42.40386415273943,47.10293102714925,-79.07396863896179
609,100,100,20,0,0.3,0.3,0.9,0.6451121281110406,1000,62,1,37,332.8579756198052,0,332.8579756198052,206,0,206,1.711255981204071,1.6005,0,100,100,2.69,54.516833333333324,41.594036815839786,40.881418443401174,21.1531681443918,27.431357414538923,-79.07396863896179
610,100,100,20,0,0.3,0.3,0.9,0.6449808617027396,1000,62,1,37,299.03896377130985,0,299.03896377130985,192,0,192,1.7212559812040713,1.5998000000000006,0,100,100,2.74,54.567833333333326,51.478900099504216,44.711880010426256,20.94108571757357,26.238311510820125,-79.07396863896179
611,100,100,20,0,0.3,0.3,0.9,0.6450745941279098,1000,62,1,37,316.67013371234793,0,316.67013371234793,205,0,205,1.7197559812040708,1.6003000000000003,0,100,100,2.79,54.974999999999994,47.82730150663883,43.10348443791929,29.918961847074286,36.47150939747283,-79.07396863896179
